,0
0,-0.07623401305265737
1,-0.14173398107643861
2,-0.022648097143249616
3,-0.05062964534930278
4,0.07146687356807924
5,-0.17313404505291136
6,-0.043124947722097295
7,-0.02361223178380644
8,0.05670403366733447
9,0.04718753243507806
10,0.003110111558041192
11,-0.08704737765046086
12,0.06710043570761155
13,-0.13612818405831076
14,0.16608843876509918
15,-0.012344240649923724
16,-0.08684134572303298
17,-0.13321745275730673
18,0.011272007012422366
19,0.0075835099669446316
20,0.07246010104222121
21,0.03881772360190195
22,-0.08935642788820203
23,-0.010134655700260486
24,0.002185769019646844
25,-0.00830364114567256
26,0.07183608490863028
27,0.018206985811651172
28,-0.09331612188592707
29,-0.0075256222859251265
30,-0.04952458170481857
31,-0.06542246553855241
32,-0.038916435875973494
33,-0.06986527350571549
34,0.037038632582009325
35,-0.014612146009805696
36,-0.030185003015872028
37,-0.061408972891136324
38,0.031035320704085764
39,-0.04297050692085455
40,-0.12590864986395095
41,-0.03603332243457754
42,-0.07467394143920142
43,-0.013510037262653915
44,-0.0427571414356558
45,-0.06265586355877042
46,-0.09022445187033436
47,-0.08948693026241598
48,0.01664366737639739
49,-0.03319121254892796
50,0.019399495839774586
51,-0.06183167277430796
52,-0.009077970224552973
53,0.02649383003962216
54,-0.04833834783391489
55,0.04258370226086389
56,-0.04890304281413469
57,-0.08674954278017255
58,0.12341421598482687
59,-0.044652224705867674
60,0.08127919649150339
61,-0.06734069832331707
62,-0.06537085556048677
63,-0.04872559236319921
64,-0.0476381146439218
65,0.021091268198947695
66,-0.008252078411628786
67,-0.0030006215714274624
68,0.028634537854944225
69,0.04401558907046093
70,-0.00585626588194697
71,-0.03688838660266394
72,-0.1535094022795266
73,0.04594896135906395
74,-0.053545757711228256
75,-0.032547686834973416
76,0.012005510725237294
77,0.020868007621370567
78,-0.02915564369522223
79,0.111300452863103
80,0.0015227225918884753
81,0.09992673518459816
82,0.0112848128394981
83,-0.004141529526434823
84,0.044260333588063513
85,-0.014317848437137563
86,0.12255621865812891
87,-0.05906058729452029
88,0.07164912019629861
